"","type","NAME","SQKM.x","Field.x","bio1_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","SQKM.y","Field.y","bio1mean_delta","bio10mean_delta","bio11mean_delta","bio12mean_delta","bio13mean_delta","bio14mean_delta","bio15mean_delta","bio16mean_delta","bio17mean_delta","bio18mean_delta","bio19mean_delta","bio2mean_delta","bio3mean_delta","bio4mean_delta","bio5mean_delta","bio6mean_delta","bio7mean_delta","bio8mean_delta","bio9mean_delta","SQKM.x.1","Field.x.1","bio1min_delta","bio10min_delta","bio11min_delta","bio12min_delta","bio13min_delta","bio14min_delta","bio15min_delta","bio16min_delta","bio17min_delta","bio18min_delta","bio19min_delta","bio2min_delta","bio3min_delta","bio4min_delta","bio5min_delta","bio6min_delta","bio7min_delta","bio8min_delta","bio9min_delta","SQKM.y.1","Field.y.1","bio1max_delta","bio10max_delta","bio11max_delta","bio12max_delta","bio13max_delta","bio14max_delta","bio15max_delta","bio16max_delta","bio17max_delta","bio18max_delta","bio19max_delta","bio2max_delta","bio3max_delta","bio4max_delta","bio5max_delta","bio6max_delta","bio7max_delta","bio8max_delta","bio9max_delta","SQKM","Field","bio1mean_zscore","bio10mean_zscore","bio11mean_zscore","bio12mean_zscore","bio13mean_zscore","bio14mean_zscore","bio15mean_zscore","bio16mean_zscore","bio17mean_zscore","bio18mean_zscore","bio19mean_zscore","bio2mean_zscore","bio3mean_zscore","bio4mean_zscore","bio5mean_zscore","bio6mean_zscore","bio7mean_zscore","bio8mean_zscore","bio9mean_zscore","bio1_percent_area","bio2_percent_area","bio3_percent_area","bio4_percent_area","bio5_percent_area","bio6_percent_area","bio7_percent_area","bio8_percent_area","bio9_percent_area","bio10_percent_area","bio11_percent_area","bio12_percent_area","bio13_percent_area","bio14_percent_area","bio15_percent_area","bio16_percent_area","bio17_percent_area","bio18_percent_area","bio19_percent_area"
"1","Inter Mountain Basins Big Sagebrush Shrubland","Arizona/New Mexico Mountains",108826,0,10.81,NA,NA,NA,NA,NA,NA,167,NA,155,NA,NA,47.5,NA,29.8,-6.808,34.4,19.5,12.5628,108826,0,1.29,NA,NA,NA,NA,NA,NA,112.5,NA,103,NA,NA,2.21,NA,1.55,2.1,-1.36,5.682,5.33,108826,0,1.171,NA,NA,NA,NA,NA,NA,51.2,NA,66.9,NA,NA,2.06,NA,1.45,1.45,-1.44,-10.36,-5.75,108826,0,1.37,NA,NA,NA,NA,NA,NA,189,NA,176,NA,NA,2.53,NA,1.62,2.53,-1.29,10.34,8.38,108826,0,1.47,NA,NA,NA,NA,NA,NA,1.26,NA,1.14,NA,NA,1.05,NA,1.11,1.72,-1.07,1.051,1.003,100,0,22.2646,0,15.5216,100,1.781,24.3003,7.379,0,0,0,0,0,0,46.819,0,23.664,0
"2","Inter Mountain Basins Big Sagebrush Shrubland","Arizona/New Mexico Plateau",150072,0,11.16,NA,NA,NA,NA,NA,NA,136,NA,128,NA,NA,45.9,NA,30.4,-7.061,34.4,21.25,12.0976,150072,0,1.3,NA,NA,NA,NA,NA,NA,90.2,NA,84.9,NA,NA,2.13,NA,1.51,2.01,-1.35,5.833,6.83,150072,0,1.192,NA,NA,NA,NA,NA,NA,49.9,NA,55.1,NA,NA,1.98,NA,1.33,1.39,-1.39,-11.99,-6.63,150072,0,1.37,NA,NA,NA,NA,NA,NA,213,NA,193,NA,NA,2.33,NA,1.62,2.53,-1.32,11.71,9.27,150072,0,1.46,NA,NA,NA,NA,NA,NA,1.19,NA,1.09,NA,NA,1.02,NA,1.07,1.6,-1.04,0.792,1.172,100,0,1.7231,0,36.9317,100,0.125,33.9838,8.387,0,0,0,0,0,0,49.035,0,23.687,0
"3","Inter Mountain Basins Big Sagebrush Shrubland","Aspen Parkland/Northern Glaciated Plains",327459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Inter Mountain Basins Big Sagebrush Shrubland","Blue Mountains",70911,0,8.98,NA,NA,NA,NA,NA,NA,182,NA,NA,175,NA,39.8,NA,NA,-5.447,NA,10.29,16.6349,70911,0,1.09,NA,NA,NA,NA,NA,NA,121.2,NA,NA,126,NA,2.45,NA,NA,2.63,NA,1.869,2.85,70911,0,0.921,NA,NA,NA,NA,NA,NA,66.1,NA,NA,81.2,NA,2.43,NA,NA,2.21,NA,-5.04,1.28,70911,0,1.22,NA,NA,NA,NA,NA,NA,244,NA,NA,244,NA,2.46,NA,NA,3.08,NA,6.81,9.48,70911,0,1.59,NA,NA,NA,NA,NA,NA,1.1,NA,NA,1.08,NA,1.03,NA,NA,1.51,NA,0.424,1.096,100,0,0.2138,0,0,100,0,4.918,5.061,0,0,0,0,0,0,14.612,0,0,11.974
"5","Inter Mountain Basins Big Sagebrush Shrubland","California Coastal Sage, Chaparral, and Oak Woodlands",123988,0,13.77,NA,NA,NA,NA,NA,NA,424,NA,NA,411,NA,NA,NA,NA,0.603,NA,NA,22.3871,123988,0,1.21,NA,NA,NA,NA,NA,NA,362.4,NA,NA,362,NA,NA,NA,NA,2.23,NA,NA,2.32,123988,0,1.135,NA,NA,NA,NA,NA,NA,110.6,NA,NA,110.6,NA,NA,NA,NA,1.84,NA,NA,1.48,123988,0,1.25,NA,NA,NA,NA,NA,NA,512,NA,NA,512,NA,NA,NA,NA,2.45,NA,NA,3.96,123988,0,2.01,NA,NA,NA,NA,NA,NA,1.4,NA,NA,1.4,NA,NA,NA,NA,1.71,NA,NA,1.653,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100
"6","Inter Mountain Basins Big Sagebrush Shrubland","Canadian Rockies",104960,0,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.097,NA,12.7,NA,104960,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,4.153,NA,104960,0,1.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,4.15,NA,104960,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,4.15,NA,104960,0,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,1.038,NA,100,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0
"7","Inter Mountain Basins Big Sagebrush Shrubland","Cascades",46434,0,8.16,NA,NA,NA,NA,NA,NA,340,NA,NA,305,NA,41.7,NA,NA,-4.415,NA,NA,16.8154,46434,0,1.17,NA,NA,NA,NA,NA,NA,247,NA,NA,244,NA,2.92,NA,NA,2.55,NA,NA,2.08,46434,0,1.009,NA,NA,NA,NA,NA,NA,143.1,NA,NA,143.1,NA,2.63,NA,NA,2.21,NA,NA,1.65,46434,0,1.23,NA,NA,NA,NA,NA,NA,378,NA,NA,354,NA,3.18,NA,NA,2.93,NA,NA,2.6,46434,0,1.86,NA,NA,NA,NA,NA,NA,1.24,NA,NA,1.23,NA,1.11,NA,NA,1.91,NA,NA,1.286,100,0,6.2581,0,0,100,0,0.0652,50.522,0,0,0,0,0,0,68.579,0,0,64.798
"8","Inter Mountain Basins Big Sagebrush Shrubland","Central Basin and Range",309946,0,9.38,NA,NA,NA,NA,NA,NA,171,NA,NA,167,NA,40.8,NA,27.4,-7.68,37.2,10.1,13.3182,309946,0,1.39,NA,NA,NA,NA,NA,NA,123.8,NA,NA,124,NA,2.45,NA,1.4,2.72,-1.99,1.78,9.65,309946,0,1.255,NA,NA,NA,NA,NA,NA,51.1,NA,NA,51.1,NA,1.75,NA,1.35,1.95,-2.05,-10.6,-9.19,309946,0,1.52,NA,NA,NA,NA,NA,NA,316,NA,NA,316,NA,3.52,NA,1.45,3.37,-1.88,13.78,17.13,309946,0,1.79,NA,NA,NA,NA,NA,NA,1.19,NA,NA,1.19,NA,1.11,NA,1.03,1.58,-1.02,0.364,1.204,100,0,34.228,0,0.0658,99.9,0.176,7.7891,19.506,0,0,0,0,0,0,7.043,0,0,6.685
"9","Inter Mountain Basins Big Sagebrush Shrubland","Central California Valley",46126,0,16.69,NA,NA,NA,NA,NA,NA,227,NA,NA,217,NA,NA,NA,NA,3.055,NA,NA,24.5909,46126,0,1.18,NA,NA,NA,NA,NA,NA,163.6,NA,NA,164,NA,NA,NA,NA,1.75,NA,NA,2.73,46126,0,1.184,NA,NA,NA,NA,NA,NA,163.6,NA,NA,163.6,NA,NA,NA,NA,1.75,NA,NA,2.73,46126,0,1.18,NA,NA,NA,NA,NA,NA,164,NA,NA,164,NA,NA,NA,NA,1.75,NA,NA,2.73,46126,0,2.24,NA,NA,NA,NA,NA,NA,1.36,NA,NA,1.36,NA,NA,NA,NA,1.59,NA,NA,1.536,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100
"10","Inter Mountain Basins Big Sagebrush Shrubland","Central Great Plains",274963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
